janamdivas	जन्मदिवस
shrimadbhagwat	श्रीमद्भागवत
naslwadi	नस्लवादी
rahakar	रहकर
meharaabanumaa	मेहराबनुमा
purnakaalik	पूर्णकालिक
naurangiya	नौरंगिया
adhikarita	अधिकारिता
mahbuba	महबूबा
lakjamburg	लक्ज़मबर्ग
haithve	हैथवे
udelna	उड़ेलना
kujoor	कुजूर
svayamsiddha	स्वयंसिद्ध
doctori	डॉक्टरी
sammed	सम्मेद
avasaravaadita	अवसरवादिता
uddam	उद्गम
agnashaya	अग्नाशय
vhaabiyon	वहाबियों
poornakaalik	पूर्णकालिक
nibhane	निभाने
akritiyon	आकृतियों
gadana	गाड़ना
gandhar	गांधार
samajhautavaadi	समझौतावादी
sharegil	शेरगिल
badti	बड़ती
bananaa	बनना
abhayarnya	अभयारण्य
khulwaya	खुलवाया
natani	नाटाणी
travis	ट्रैविस
chheda	छेड़
kurumta	कुरूपता
baghaarne	बघारने
vigo	विगो
hasyapuran	हास्यपूर्ण
snaanarthiyon	स्नानार्थियों
samyavad	साम्यवाद
yuddhkshetar	युद्धक्षेत्र
dhabba	धब्बा
lession	लेसन
tenduye	तेंदुए
rudivaad	रूढ़िवाद
panchvan	पांचवां
inmain	इनमें
asthirta	अस्थिरता
zaron	जारों
mahanand	महानंद
bhoovigyan	भूविज्ञान
chirai	चिराई
savachhata	स्वच्छता
songe	स्पंजी
karyasuchi	कार्यसूची
badhaai	बधाई
honhaar	होनहार
suparna	सुपर्णा
animiya	एनीमिया
sahyatriyon	सहयात्रियों
samrasta	समरसता
dov	डॉव
prastutukarta	प्रस्तुतकर्ता
sharartpuran	शरारतपूर्ण
kaidiyon	कैदियों
diwliya	दिवालिया
chhudwaa	छुड़वा
asht	अष्ट
swatantraasangraam	स्वतंत्रतासंग्राम
ababeel	अबाबील
khumaan	खुमान
agnan	अज्ञान
fajal	फजल
antarim	अंतरिम
laltein	लालटेन
gunsutr	गुणसूत्र
porsh	पोर्श
sikkh	सिक्ख
vong	वोंग
tiwadi	तिवाड़ी
sirmaur	सिरमौर
badharit	बाधारहित
verman	वर्मन
aatmakathayein	आत्मकथाएं
puratatvavetta	पुरातत्ववेत्ता
taabut	ताबूत
kulshekhar	कुलशेखर
chhoto	छोटों
hdmi	एचडीएमआई
kundra	कुंद्रा
daltemganj	डाल्टनगंज
ansulja	अनसुलझा
chhaatraavaason	छात्रावासों
swachhata	स्वछता
gyataon	ज्ञाताओं
memney	मेमने
jimnejiyam	जिम्नेजियम
gunthkar	गूंथकर
avarti	आवर्ती
inper	इनपर
vid	विद
khajuriya	खजूरिया
purvabhyaas	पूर्वाभ्यास
karyakalapon	कार्यकलापों
ankuran	अंकुरण
kripal	कृपाल
chhina	छीना
taahiya	ताहिया
tarkiben	तरकीबें
mukadmen	मुकदमें
endless	एंडलेस
manavrahit	मानवरहित
waise	वैसे
viyatnam	वियतनाम
kalsrp	कालसर्प
bhutiya	भुतिया
thakura	ठुकरा
atript	अतृप्त
nalikaaon	नलिकाओं
sikhai	सिखाई
banti	बनती
dhota	ढोता
sts	एसटीएस
avayshkta	आवयश्कता
hastashilpi	हस्तशिल्प
jagamaga	जगमगा
uttraadharya	उत्तरार्द्ध
karyvahiyon	कार्यवाहियों
ubharkar	उभारकर
voltaire	वाल्टर
carton	कार्टन
pix	पिक्स
venter	वेंटर
najaare	नज़ारे
asahaneey	असहनीय
shahjahanabad	शाहजहानाबाद
darshaya	दर्शाया
goldylocks	गोल्डीलॉक्स
taajatarin	ताजातरीन
naked	नेक्ड
itne	इतने
cchedk	छेदक
dasney	डसने
achchai	अच्छाई
lendaaron	लेनदारों
utaarane	उतारने
ugalne	उगलने
zameeni	ज़मीनी
dharmguru	धर्मगुरु
salganvkar	सलगांवकर
luteron	लूटेरों
amulachula	आमूलचूल
bnaati	बनाती
trikoniye	त्रिकोणीय
dohraen	दोहराएं
lafarge	लाफार्ज
subhashiton	सुभाषितों
hiuentsang	ह्वेनसांग
tilbhandeshwar	तिलभांडेश्वर
hiki	हिकी
householder	हाउसहोल्डर
subharti	सुभारती
chinkaara	चिंकारा
dayaaluta	दयालुता
pighalne	पिघलने
gufaon	गुफाओं
chaukhambha	चौखंभा
javad	जवाद
nuksaan	नुकसान
dikhlaayaa	दिखलाया
bhasmibhoot	भस्मीभूत
aundh	औंध
jindgi	जिंदगी
malabe	मलबे
samanwayavadi	समन्वयवादी
kathputali	कठपुतली
shnku	शंकु
garmagarmi	गर्मागर्मी
poonchhenge	पूछेंगे
contra	कोंट्रा
moolyevaan	मूल्यवान
patraavali	पत्रावली
shril	श्रील
bhalon	भालों
vansthali	वनस्थली
dani	दानी
gotakhori	गोताखोरी
chhipi	छिपी
purnat	पूर्णत
bhagwati	भागवती
paimana	पैमाना
dhakta	ढकता
enclave	एनक्लेव
longevala	लोंगेवाला
parishudhta	परिशुद्धता
miran	मीरन
developers	डेवलपर्स
aakhyaanon	आख्यानों
suvasit	सुवासित
chittha	चिट्ठा
aaden	आड़े
dakhalandaji	दखलंदाजी
hoarding	हार्डिंग
proteino	प्रोटीनों
honeyvalon	होनेवालों
mahapragya	महाप्रज्ञ
marna	मरना
nirmoolan	निर्मूलन
ummedwar	उम्मीद्वार
lekhajokha	लेखाजोखा
hyuston	ह्यूस्टन
lenewala	लेनेवाला
dilwaata	दिलवाता
sadashiva	सदाशिव
utaaru	उतारू
haridas	हरिदास
wild	वाइल्ड
climbing	क्लाइंबिंग
bajoriya	बाजोरिया
garhpshra	गढ़पहरा
amanulla	अमानुल्ला
farewell	फेयरवेल
samudayikta	सामुदायिकता
jhopadiyan	झोपड़ियां
telenor	टेलीनॉर
kathputliyon	कठपुतलियों
tripoli	त्रिपोली
nideshako	निदेशकों
barfani	बर्फानी
drashyata	दृश्यता
abhijath	अभिजात
lakadharon	लकड़हारों
jhoomar	झूमर
nikalavaa	निकलवा
gatthr	गट्ठर
vikaasvaadi	विकासवादी
aanevale	आनेवाले
dores	डोर्स
tirthsthalon	तीर्थस्थलों
samanyawadi	समन्वयवादी
chimani	चिमनी
bhangimaon	भंगिमाओं
vedwyas	वेदव्यास
failaye	फैलाए
tarangein	तरंगें
pavagadh	पावागढ़
kakolat	ककोलत
jhopara	झोपड़ा
ghaylon	घायलों
jannatee	जन्नती
petiyan	पेटियां
garnu	गर्नु
klesh	क्लेश
shikayten	शिकायतें
pepsico	पेप्सीको
gananaaon	गणनाओं
aftaab	अफताब
drdo	डीआरडीओ
tillon	टीलों
laing	लैंग
umradaraz	उम्रदराज
devar	देवर
unhen	उन्हें
shaasankaal	शासनकाल
chadhate	चढ़ाते
pathriley	पथरीले
jaayenge	जायेंगे
aagaaha	आगाह
subrahmanyan	सुब्रह्मण्यन
scrisht	स्क्रिप्ट
manshapoorn	मंशापूर्ण
dakshinpashchimi	दक्षिणपश्चिमी
pashupakshi	पशुपक्षी
ghoomna	घूमना
matdaataon	मतदाताओं
jitanaa	जीतना
uranus	युरेनस
drmuk	द्रमुक
reactor	रिएक्टर
hunkar	हुंकार
pruchcha	पृच्छा
kuala	कुआला
bahti	बहती
levin	लेविन
darrell	डैरेल
aatmanirbharta	आत्मनिर्भरता
paishachik	पैशाचिक
upal	उपाल
niyoktaon	नियोक्ताओं
aasanon	आसनों
santoshmay	संतोषम
puchte	पूछते
thuthan	थूथन
malikon	मालिकों
costello	कोस्टोलो
chikitsalyon	चिकित्सालयों
sanvarddhan	संवर्द्धन
trangaction	ट्रांजैक्शन
utawala	उतावला
skyscraper	स्काईस्क्रेपर
ahavan	आहवान
jagghi	जग्गी
jgti	जगती
detrayat	डेट्रायट
bharatiyata	भारतीयता
janaze	जनाजे
paraoxide	पराक्साइड
naypol	नायपॉल
amnesty	एमनेस्टी
kashth	काष्ठ
bahulatavadi	बहुलतावादी
pehchane	पहचाने
paryavarnvidon	पर्यावरणविदों
drashtikonon	दृष्टिकोणों
canker	कैंकर
diveing	डाइविंग
seraj	सेराज
deegar	दीगर
cchedak	छेदक
j	ज
abhikriyaoun	अभिक्रियाओं
chunne	चुनने
dhakeshwari	ढाकेश्वरी
kshetradhikar	क्षेत्राधिकार
nyunata	न्यूनता
sahaastitwa	सहअस्तित्व
sanchikaa	संचिका
naqsh	नक्श
aavshyktayen	आवश्यकताएं
anusmarthan	अनुसमर्थन
darshanon	दर्शनों
sheetyuddha	शीतयुद्ध
golvalkar	गोलवलकर
brigham	ब्रिघम
vishwavidyalay	विश्वविद्लाय
munsif	मुंसिफ
ganwani	गंवानी
mulazim	मुलाजिम
ramroop	रामरूप
khulkar	खुलकर
saambhar	सांभर
madhyamvargiye	मध्यमवर्गीय
tirthayatra	तीर्थयात्रा
mulrup	मूलरूप
agnisar	अग्निसार
janandholanon	जनांदोलनों
kanker	कांकेर
mutra	मूत्र
upchunaav	उपचुनाव
janajateeya	जनजातीय
basauda	बासौदा
burdwan	बर्दवान
